ImageNumber,FileName_OrigRNA,Metadata_ChannelID,Metadata_Plate,Metadata_Well,Metadata_Site,Metadata_AbsPositionZ,Metadata_PositionX,Metadata_PositionY,Metadata_PositionZ,Metadata_Row,Metadata_target,Metadata_experiment_type,Metadata_cell_line,Metadata_pert_iname,Metadata_gene,Metadata_pubchem_cid,Texture_DifferenceVariance_OrigRNA_10_03_256,AreaShape_Area,AreaShape_Compactness,AreaShape_Eccentricity,AreaShape_Perimeter,Intensity_MeanIntensity_OrigRNA,Intensity_IntegratedIntensity_OrigRNA,Granularity_5_OrigRNA,RadialDistribution_FracAtD_OrigRNA_4of4
490,r03c07f04_median_aggregated.tiff,5,BR00116991,C07,4,0.134497404,0.000968721,0.000322907,-2e-06,3,DHH,Compound,A549,M-25,,44250034.0,0.0003877535695784,4595.785714285715,2.413837604507881,0.7101001715562777,358.0045142838338,0.082332067775057,353.3322630223001,2.820076120366614,0.3836853280714285
491,r03c07f05_median_aggregated.tiff,5,BR00116991,C07,5,0.134504899,-0.000968721,-0.000322907,-2e-06,3,DHH,Compound,A549,M-25,,44250034.0,0.0004459581063235,5345.798780487805,2.350463261206124,0.7370080649764965,369.0484527012064,0.0935645957039627,438.2551535491877,2.9543588759803345,0.4239111087804878
492,r03c07f06_median_aggregated.tiff,5,BR00116991,C07,6,0.134500295,0.000322907,-0.000322907,-2e-06,3,DHH,Compound,A549,M-25,,44250034.0,0.0003550234742322,4580.119047619048,2.487610385576945,0.7558767337322465,355.00310220832006,0.0861712111187723,351.48463498428464,3.883991753351279,0.3617553438571428
493,r03c07f07_median_aggregated.tiff,5,BR00116991,C07,7,0.1344935,0.000968721,-0.000968721,-2e-06,3,DHH,Compound,A549,M-25,,44250034.0,0.0003615404207314,4684.128712871288,2.429986889872392,0.7526729858666471,361.1805785257041,0.0968244097314487,377.9692593907919,3.736906978858187,0.3925477243564356
494,r03c07f08_median_aggregated.tiff,5,BR00116991,C07,8,0.134499505,-0.000322907,-0.000968721,-2e-06,3,DHH,Compound,A549,M-25,,44250034.0,0.0004342192320621,4835.570512820513,2.423504164049881,0.7503949614970405,362.989878616454,0.0883422185895011,372.5466421438524,3.6373969346889874,0.4048507250320513
495,r03c07f09_median_aggregated.tiff,5,BR00116991,C07,9,0.134500593,-0.000968721,-0.000968721,-2e-06,3,DHH,Compound,A549,M-25,,44250034.0,0.00056357091397,6007.415492957746,2.5044052343590977,0.7486607558940185,411.957938257808,0.0794931582688129,430.6550798821132,2.7134409806974507,0.3944984866901408
496,r03c08f01_median_aggregated.tiff,5,BR00116991,C08,1,0.134483099,-0.000322907,0.000322907,-2e-06,3,AGER,Compound,A549,azeliragon,,11180124.0,0.0004768291813601,5709.767676767677,3.5249456001375865,0.7534960287901304,480.8619430574018,0.0933858017120636,463.4672348668912,4.362464092685594,0.3478478967272727
497,r03c08f02_median_aggregated.tiff,5,BR00116991,C08,2,0.134485096,-0.000968721,0.000968721,-2e-06,3,AGER,Compound,A549,azeliragon,,11180124.0,0.0002393763438615,3354.748743718593,2.362670007818564,0.7448323502381454,301.8733892779478,0.1100941242806309,336.2186517704643,4.1655892221295785,0.345197668241206
498,r03c08f03_median_aggregated.tiff,5,BR00116991,C08,3,0.134480506,0.000322907,0.000968721,-2e-06,3,AGER,Compound,A549,azeliragon,,11180124.0,0.0004623262204261,4773.395973154363,2.651125310425533,0.7583774213393356,379.4549090863089,0.0976952680723786,405.2894973594245,4.956011995747276,0.3315329493288591
499,r03c08f04_median_aggregated.tiff,5,BR00116991,C08,4,0.134476706,0.000968721,0.000322907,-2e-06,3,AGER,Compound,A549,azeliragon,,11180124.0,0.0004877468291476,5146.974025974026,3.250009412007202,0.7574545856680601,445.8590901282181,0.0950138890953133,437.3200535838335,5.283018391993246,0.3106858301948052
500,r03c08f05_median_aggregated.tiff,5,BR00116991,C08,5,0.134483203,-0.000968721,-0.000322907,-2e-06,3,AGER,Compound,A549,azeliragon,,11180124.0,0.0003320436557151,3806.0382775119615,2.4519117315327885,0.7391505281928656,327.92053353603103,0.1039511157467086,357.731279617171,4.92463484600806,0.3543652201435406
501,r03c08f06_median_aggregated.tiff,5,BR00116991,C08,6,0.134478197,0.000322907,-0.000322907,-2e-06,3,AGER,Compound,A549,azeliragon,,11180124.0,0.0004476035428831,4223.109756097561,2.8862968476826545,0.7663976517835714,380.5365019507523,0.0996802178221761,394.3420008781207,5.611439938043489,0.309513863902439
502,r03c08f07_median_aggregated.tiff,5,BR00116991,C08,7,0.134471998,0.000968721,-0.000968721,-2e-06,3,AGER,Compound,A549,azeliragon,,11180124.0,0.0001932527600011,4437.5161290322585,2.744035719139849,0.7229783922781081,377.1915692376764,0.1153754545264647,495.8496663240986,4.712220930571216,0.2694591907419355
503,r03c08f08_median_aggregated.tiff,5,BR00116991,C08,8,0.134478107,-0.000322907,-0.000968721,-2e-06,3,AGER,Compound,A549,azeliragon,,11180124.0,0.0003864790509886,3739.124031007752,2.370376224672079,0.7253013248530015,320.5390290463225,0.1096323209665096,374.8681059838381,4.5681275385666416,0.348820393364341
504,r03c08f09_median_aggregated.tiff,5,BR00116991,C08,9,0.134480894,-0.000968721,-0.000968721,-2e-06,3,AGER,Compound,A549,azeliragon,,11180124.0,0.0002568284514534,4162.774193548387,2.562019017090478,0.7657089428702588,352.3726257880999,0.1057633334664104,388.0334920289236,5.581324099562786,0.3255484784946236
505,r03c09f01_median_aggregated.tiff,5,BR00116991,C09,1,0.134462506,-0.000322907,0.000322907,-2e-06,3,TUBB,Compound,A549,CYT-997,,11351021.0,0.0009966744789821,19014.9,4.547782357734111,0.7326706820221033,986.5048983495996,0.0698492893493426,770.4298285108059,1.495978608206364,0.444922633
506,r03c09f02_median_aggregated.tiff,5,BR00116991,C09,2,0.134464905,-0.000968721,0.000968721,-2e-06,3,TUBB,Compound,A549,CYT-997,,11351021.0,0.0013068462015318,10906.297872340425,4.241454349599462,0.7700889683068882,710.9547997962626,0.0605118280936873,493.1919225073479,2.193559460144666,0.412208224893617
507,r03c09f03_median_aggregated.tiff,5,BR00116991,C09,3,0.134460106,0.000322907,0.000968721,-2e-06,3,TUBB,Compound,A549,CYT-997,,11351021.0,0.0012488134359891,17232.375,6.129951613827901,0.6814317392612187,1079.2177685586032,0.0598995404272523,889.8125278847874,2.4548443382179026,0.279400083125
508,r03c09f04_median_aggregated.tiff,5,BR00116991,C09,4,0.134455696,0.000968721,0.000322907,-2e-06,3,TUBB,Compound,A549,CYT-997,,11351021.0,0.0013655331191982,16141.0,5.364861902061573,0.7476266841016806,1025.906086169508,0.0597147780404782,688.8481499910863,2.7996080887880472,0.3748175610909091
509,r03c09f05_median_aggregated.tiff,5,BR00116991,C09,5,0.134462699,-0.000968721,-0.000322907,-2e-06,3,TUBB,Compound,A549,CYT-997,,11351021.0,0.0011937450940794,11834.052631578948,3.0356615422671407,0.7159130689840272,618.4757951430266,0.0611444819496667,471.9973317424424,1.882526118959747,0.3802973852631578
510,r03c09f06_median_aggregated.tiff,5,BR00116991,C09,6,0.134458303,0.000322907,-0.000322907,-2e-06,3,TUBB,Compound,A549,CYT-997,,11351021.0,0.0018628765292,14784.833333333334,10.46467706671284,0.7743812718462033,1306.7086211210549,0.0481933952645704,530.7758360939721,2.984670373769166,0.4053028433333334
511,r03c09f07_median_aggregated.tiff,5,BR00116991,C09,7,0.134452298,0.000968721,-0.000968721,-2e-06,3,TUBB,Compound,A549,CYT-997,,11351021.0,0.0014008047711828,9269.630434782608,4.117365397742193,0.7372680504392208,670.3593931681813,0.0589967431084845,451.0434924376642,2.9534951731918664,0.4061933060869565
512,r03c09f08_median_aggregated.tiff,5,BR00116991,C09,8,0.134458303,-0.000322907,-0.000968721,-2e-06,3,TUBB,Compound,A549,CYT-997,,11351021.0,0.0014742193007516,14243.689655172411,4.00951423211197,0.7567497730652522,795.223771667707,0.0624603239799269,569.3267252421778,2.055054603475896,0.4862685151724138
513,r03c09f09_median_aggregated.tiff,5,BR00116991,C09,9,0.134460196,-0.000968721,-0.000968721,-2e-06,3,TUBB,Compound,A549,CYT-997,,11351021.0,0.0010843232510966,13884.454545454546,5.228207603357399,0.803122401980519,890.8392457872313,0.0546216689030174,652.8616955824705,2.0451696060816107,0.3219878518181818
514,r03c10f01_median_aggregated.tiff,5,BR00116991,C10,1,0.134444803,-0.000322907,0.000322907,-2e-06,3,PDPK1,Compound,A549,AR-12,,10027278.0,0.0007200306498084,6233.724137931034,3.3457570289741327,0.7843063128712112,493.9732494082441,0.0607425020840984,287.7367231548475,6.496917030890725,0.3236681362068965
515,r03c10f02_median_aggregated.tiff,5,BR00116991,C10,2,0.134444997,-0.000968721,0.000968721,-2e-06,3,PDPK1,Compound,A549,AR-12,,10027278.0,0.0008011512832788,4674.7,4.015537697411528,0.7352572243551802,475.3999263358045,0.0561090307122678,223.47582408900684,7.614053994892568,0.358114753
516,r03c10f03_median_aggregated.tiff,5,BR00116991,C10,3,0.1344423,0.000322907,0.000968721,-2e-06,3,PDPK1,Compound,A549,AR-12,,10027278.0,0.0008797378961563,6172.1,3.755496414058009,0.7252375349650423,497.0034159739877,0.0505556968326353,281.252558087837,9.799897733217763,0.342360057
517,r03c10f04_median_aggregated.tiff,5,BR00116991,C10,4,0.134438396,0.000968721,0.000322907,-2e-06,3,PDPK1,Compound,A549,AR-12,,10027278.0,0.0010507542477847,7907.5,3.5054677375057817,0.7648554451156739,557.2545165168872,0.0538958850596818,307.3289317509625,6.3953182047176655,0.3368845224999999
518,r03c10f05_median_aggregated.tiff,5,BR00116991,C10,5,0.1344437,-0.000968721,-0.000322907,-2e-06,3,PDPK1,Compound,A549,AR-12,,10027278.0,0.0009753517282346,4701.652173913043,3.2272185472913293,0.6984779040443346,428.9697311953016,0.0533445605557053,218.47059499302316,6.8750561765834375,0.3013546173913043
519,r03c10f06_median_aggregated.tiff,5,BR00116991,C10,6,0.134439796,0.000322907,-0.000322907,-2e-06,3,PDPK1,Compound,A549,AR-12,,10027278.0,0.000742100824877,6576.357142857143,3.2045663318156774,0.8016034858160189,477.76119325519375,0.0644667676614429,295.59048572202613,7.077672073562495,0.3512484814285714
520,r03c10f07_median_aggregated.tiff,5,BR00116991,C10,7,0.134434104,0.000968721,-0.000968721,-2e-06,3,PDPK1,Compound,A549,AR-12,,10027278.0,0.0004416850059726,4330.060606060606,3.0687767607368577,0.7409599535550442,392.3090808106876,0.0703868604927181,269.8600198886442,6.9973108728963895,0.3505622924242424
521,r03c10f08_median_aggregated.tiff,5,BR00116991,C10,8,0.134439602,-0.000322907,-0.000968721,-2e-06,3,PDPK1,Compound,A549,AR-12,,10027278.0,0.0007005676932012,5729.5,3.7297669949107353,0.6945111568991517,501.159050892598,0.0566095915289224,262.44236132381485,6.688425364743928,0.3246986715
522,r03c10f09_median_aggregated.tiff,5,BR00116991,C10,9,0.134441301,-0.000968721,-0.000968721,-2e-06,3,PDPK1,Compound,A549,AR-12,,10027278.0,0.0008342329472102,7940.058823529412,4.26081154499203,0.77596305249864,634.738990327646,0.0532405288142168,337.3898607842515,5.092174522594642,0.429718664117647
523,r03c11f01_median_aggregated.tiff,5,BR00116991,C11,1,0.134428605,-0.000322907,0.000322907,-2e-06,3,S1PR4,Compound,A549,CYM-50260,,44620894.0,0.0003500282965398,4564.211382113821,2.209781958418588,0.7034067611312256,343.3880970452938,0.0928459323252892,389.30426721173393,2.2269441587625924,0.3654254708455284
524,r03c11f02_median_aggregated.tiff,5,BR00116991,C11,2,0.134430394,-0.000968721,0.000968721,-2e-06,3,S1PR4,Compound,A549,CYM-50260,,44620894.0,0.0004667242029277,6314.133757961784,2.4257027368916217,0.7309347691625716,414.0780412781934,0.0857325629247589,484.4643327831261,1.6821843332240975,0.4123089238853503
525,r03c11f03_median_aggregated.tiff,5,BR00116991,C11,3,0.134426907,0.000322907,0.000968721,-2e-06,3,S1PR4,Compound,A549,CYM-50260,,44620894.0,0.0003782241561137,5921.914893617021,2.6394873636185445,0.7119825016186392,421.45689810778447,0.0846979525163011,466.82913312112834,2.013098031809464,0.36714046
526,r03c11f04_median_aggregated.tiff,5,BR00116991,C11,4,0.134422198,0.000968721,0.000322907,-2e-06,3,S1PR4,Compound,A549,CYM-50260,,44620894.0,0.000452193995774,6623.630952380952,2.7749109878865257,0.7083304731837332,461.7051013011559,0.0805608762041445,505.72783886268735,1.5033303167512182,0.3911880172619047
527,r03c11f05_median_aggregated.tiff,5,BR00116991,C11,5,0.134425893,-0.000968721,-0.000322907,-2e-06,3,S1PR4,Compound,A549,CYM-50260,,44620894.0,0.0004874587041157,6854.6834532374105,2.452295813014708,0.7215701319505807,432.8619426227322,0.0842096460974558,503.9159690917423,1.8642920042345743,0.3889912918705036
528,r03c11f06_median_aggregated.tiff,5,BR00116991,C11,6,0.134422705,0.000322907,-0.000322907,-2e-06,3,S1PR4,Compound,A549,CYM-50260,,44620894.0,0.0002753611745754,4108.991150442478,2.2796527372996582,0.7046987502834137,329.9470735440253,0.1028060482682415,379.1930353499009,2.0897453441319582,0.3859631911504425
529,r03c11f07_median_aggregated.tiff,5,BR00116991,C11,7,0.134417295,0.000968721,-0.000968721,-2e-06,3,S1PR4,Compound,A549,CYM-50260,,44620894.0,0.0003143268266994,5513.7,2.3907587156635395,0.7122597495446954,377.1173743764076,0.0978477108053942,469.8363856785698,1.9884871317725044,0.362136328575
530,r03c11f08_median_aggregated.tiff,5,BR00116991,C11,8,0.134421796,-0.000322907,-0.000968721,-2e-06,3,S1PR4,Compound,A549,CYM-50260,,44620894.0,0.0003068041249706,5083.659340659341,2.207698477264404,0.7171071446931542,352.41555483991243,0.1042402496446763,424.5405849057178,1.6107201791051493,0.3802445829670329
531,r03c11f09_median_aggregated.tiff,5,BR00116991,C11,9,0.134423807,-0.000968721,-0.000968721,-2e-06,3,S1PR4,Compound,A549,CYM-50260,,44620894.0,0.0004588670847627,6644.9098360655735,2.632065273193936,0.7438902414130936,435.937489058177,0.0845255625872308,488.74241220496106,1.821380121825848,0.433009422704918
532,r03c12f01_median_aggregated.tiff,5,BR00116991,C12,1,0.134410903,-0.000322907,0.000322907,-2e-06,3,,Compound,A549,DMSO,,,0.0003273842792948,4754.681481481482,2.4815340406142283,0.738471977516199,370.465926212044,0.0902962612316729,397.6958136645939,1.644922618355651,0.3878539005185185
533,r03c12f02_median_aggregated.tiff,5,BR00116991,C12,2,0.134414405,-0.000968721,0.000968721,-2e-06,3,,Compound,A549,DMSO,,,0.0003696155126703,6969.992957746479,2.351554013885374,0.726793288918301,429.3741892982187,0.092083510199764,566.4694445468485,2.168563330179254,0.4075489176056338
534,r03c12f03_median_aggregated.tiff,5,BR00116991,C12,3,0.134410501,0.000322907,0.000968721,-2e-06,3,,Compound,A549,DMSO,,,0.0003212725187622,4897.0,2.778805628168028,0.7405923885255699,390.2951013909651,0.0915157528310268,418.0476531105319,2.180605523926594,0.3621809256435644
535,r03c12f04_median_aggregated.tiff,5,BR00116991,C12,4,0.134406701,0.000968721,0.000322907,-2e-06,3,,Compound,A549,DMSO,,,0.0003990628445312,4982.961038961039,2.497406727473876,0.7529173161110454,377.56434050377993,0.0913941609498788,407.98717739676766,2.111597899877002,0.4059853159740259
536,r03c12f05_median_aggregated.tiff,5,BR00116991,C12,5,0.134410501,-0.000968721,-0.000322907,-2e-06,3,,Compound,A549,DMSO,,,0.0003852549861913,4643.03125,2.553606683403052,0.7458281226147788,361.7934335353965,0.0972357717314975,376.7395327580598,2.159993315743269,0.396076736171875
537,r03c12f06_median_aggregated.tiff,5,BR00116991,C12,6,0.134406194,0.000322907,-0.000322907,-2e-06,3,,Compound,A549,DMSO,,,0.0003118628841457,4146.96178343949,2.3233274770184136,0.7194156952643941,337.8157461777543,0.1033749968343844,399.40990255837727,1.831646845458572,0.3852154568152866
538,r03c12f07_median_aggregated.tiff,5,BR00116991,C12,7,0.134402394,0.000968721,-0.000968721,-2e-06,3,,Compound,A549,DMSO,,,0.000308445544826,4081.4508196721313,2.500012902930428,0.7275041994129453,344.9918089538204,0.100457734320042,376.0567127728804,1.9738125561925983,0.3790958991803279
539,r03c12f08_median_aggregated.tiff,5,BR00116991,C12,8,0.134407103,-0.000322907,-0.000968721,-2e-06,3,,Compound,A549,DMSO,,,0.0003577384991394,4435.646551724138,2.257543015665973,0.7338988790441594,342.32225992367773,0.1010646552692665,387.497509441764,1.8622987242776872,0.3832804774137931
540,r03c12f09_median_aggregated.tiff,5,BR00116991,C12,9,0.134408295,-0.000968721,-0.000968721,-2e-06,3,,Compound,A549,DMSO,,,0.0003374247619977,4798.330434782609,2.5016215289260897,0.7381435301990807,372.4264292550748,0.0953113061784948,417.2670193750168,1.9558788712083008,0.3851009967826087
541,r03c13f01_median_aggregated.tiff,5,BR00116991,C13,1,0.134397507,-0.000322907,0.000322907,-2e-06,3,FLT3,Compound,A549,KG-5,,53328059.0,0.0004200960616201,5240.117647058823,2.5235798415839463,0.6926357374850077,391.703189185266,0.0951176490345052,464.82919462195,3.218139389378369,0.2896981805882352
542,r03c13f02_median_aggregated.tiff,5,BR00116991,C13,2,0.134399503,-0.000968721,0.000968721,-2e-06,3,FLT3,Compound,A549,KG-5,,53328059.0,0.000568555022582,9380.648148148148,2.839290562610949,0.7347713427838252,531.617087174914,0.0975768983988737,751.9271094716257,2.070494293687972,0.3764391362777778
543,r03c13f03_median_aggregated.tiff,5,BR00116991,C13,3,0.134396493,0.000322907,0.000968721,-2e-06,3,FLT3,Compound,A549,KG-5,,53328059.0,0.0003163664944717,6168.357142857143,2.529755929064824,0.6797461950236681,423.5631980042405,0.1158215155325149,657.028403859785,1.990208860283741,0.3164860401428571
544,r03c13f04_median_aggregated.tiff,5,BR00116991,C13,4,0.134392694,0.000968721,0.000322907,-2e-06,3,FLT3,Compound,A549,KG-5,,53328059.0,0.0007065314473056,6049.328358208955,2.991113215966372,0.7024167182313897,456.89899764262657,0.0892047689371785,500.7139156910716,2.549557940001653,0.339977010761194
545,r03c13f05_median_aggregated.tiff,5,BR00116991,C13,5,0.134398103,-0.000968721,-0.000322907,-2e-06,3,FLT3,Compound,A549,KG-5,,53328059.0,0.0005295329077789,7609.115384615385,2.672515725848596,0.7023784632190636,490.6820259746801,0.0961420046436646,667.1700043466587,2.161290157768954,0.3159583062307692
546,r03c13f06_median_aggregated.tiff,5,BR00116991,C13,6,0.134395003,0.000322907,-0.000322907,-2e-06,3,FLT3,Compound,A549,KG-5,,53328059.0,0.0004929417999281,6421.1551724137935,2.967833727400073,0.7394316177681605,471.1280013631124,0.0973630939162715,575.1953513272396,1.869077593512393,0.328226628275862
547,r03c13f07_median_aggregated.tiff,5,BR00116991,C13,7,0.1343925,0.000968721,-0.000968721,-2e-06,3,FLT3,Compound,A549,KG-5,,53328059.0,0.0003572978738634,4890.293333333333,2.533461975748097,0.6740549122110201,370.1955586562185,0.1077189319776705,501.9954650333896,3.4581652643561798,0.31372729832
548,r03c13f08_median_aggregated.tiff,5,BR00116991,C13,8,0.134394899,-0.000322907,-0.000968721,-2e-06,3,FLT3,Compound,A549,KG-5,,53328059.0,0.0003041534812055,7478.368421052632,2.3320646743814875,0.6235124510467752,441.5616956006243,0.1031460276418376,678.8750452659044,1.753883758681364,0.2140670809736842
549,r03c13f09_median_aggregated.tiff,5,BR00116991,C13,9,0.134396404,-0.000968721,-0.000968721,-2e-06,3,FLT3,Compound,A549,KG-5,,53328059.0,0.0002897510164004,4736.545454545455,2.298245928075542,0.6772431758860142,355.2669240886189,0.1059359314109419,493.23658101403385,2.3095118841968265,0.3079424708051948
550,r03c14f01_median_aggregated.tiff,5,BR00116991,C14,1,0.134385496,-0.000322907,0.000322907,-2e-06,3,TNF,Compound,A549,JTE-607,,9938545.0,0.0004061652623574,6038.504,2.541528184561029,0.7426964156612306,422.1112017447574,0.0817868793251104,457.5988837413639,1.830478901772128,0.39173870768
551,r03c14f02_median_aggregated.tiff,5,BR00116991,C14,2,0.134388104,-0.000968721,0.000968721,-2e-06,3,TNF,Compound,A549,JTE-607,,9938545.0,0.0004327997359135,5834.416666666667,2.630087592073928,0.7416428121114289,415.2149951587392,0.0925784773238172,491.8422256234723,1.7918536821750364,0.4299813811111111
552,r03c14f03_median_aggregated.tiff,5,BR00116991,C14,3,0.134384602,0.000322907,0.000968721,-2e-06,3,TNF,Compound,A549,JTE-607,,9938545.0,0.0004728095682776,7551.401639344263,2.5490689976914367,0.7160211283584007,471.4235871415271,0.0785498201467273,552.0094340175436,1.6638449094602052,0.3873105141803278
553,r03c14f04_median_aggregated.tiff,5,BR00116991,C14,4,0.134381607,0.000968721,0.000322907,-2e-06,3,TNF,Compound,A549,JTE-607,,9938545.0,0.0004543134737233,6851.663636363636,2.4357439812190917,0.7153701977009703,430.7876345005328,0.0864543428110817,526.8525996800767,1.816009440324839,0.3837678202727272
554,r03c14f05_median_aggregated.tiff,5,BR00116991,C14,5,0.134386405,-0.000968721,-0.000322907,-2e-06,3,TNF,Compound,A549,JTE-607,,9938545.0,0.0004111616283321,6101.358333333334,2.691215470105457,0.7113379787406378,437.085345427274,0.081712190183635,467.8573339969308,1.710470523678117,0.3917314439166667
555,r03c14f06_median_aggregated.tiff,5,BR00116991,C14,6,0.134384498,0.000322907,-0.000322907,-2e-06,3,TNF,Compound,A549,JTE-607,,9938545.0,0.0004462716502725,6772.963636363636,2.553130729174578,0.702523925969145,444.0582241453084,0.076037779544803,487.3636503123424,2.1133204863213884,0.3735128618181818
556,r03c14f07_median_aggregated.tiff,5,BR00116991,C14,7,0.134379402,0.000968721,-0.000968721,-2e-06,3,TNF,Compound,A549,JTE-607,,9938545.0,0.0003945541540949,7357.105263157895,2.358545461938994,0.7240642843062466,440.5879639377174,0.0786363827956535,547.3992591549136,2.374123012217289,0.3600501303508772
557,r03c14f08_median_aggregated.tiff,5,BR00116991,C14,8,0.134384006,-0.000322907,-0.000968721,-2e-06,3,TNF,Compound,A549,JTE-607,,9938545.0,0.0005040104851114,6114.734177215189,2.322410301437228,0.7087651365116246,397.5035150002062,0.0948055994381703,477.87631036782096,1.701453354321588,0.3769388660759493
558,r03c14f09_median_aggregated.tiff,5,BR00116991,C14,9,0.134385005,-0.000968721,-0.000968721,-2e-06,3,TNF,Compound,A549,JTE-607,,9938545.0,0.0003806818428515,5788.0,2.384700872699974,0.7354900786601656,381.05511761827967,0.0924499569373178,459.042488795649,1.7638158608555214,0.4229430719277108
559,r03c15f01_median_aggregated.tiff,5,BR00116991,C15,1,0.134376094,-0.000322907,0.000322907,-2e-06,3,,Compound,A549,DMSO,,,0.0002953243595459,3780.8536585365855,2.404004452679469,0.7391062754665205,323.4859269877928,0.1038416021911605,356.39937224982657,2.037355432038186,0.3851818008130081
560,r03c15f02_median_aggregated.tiff,5,BR00116991,C15,2,0.134377405,-0.000968721,0.000968721,-2e-06,3,,Compound,A549,DMSO,,,0.0003937940871244,6002.846153846154,2.490922127925349,0.7243589953588567,410.1420225122243,0.0857959778277289,459.3418600689222,2.074475706215838,0.3578721549572649
561,r03c15f03_median_aggregated.tiff,5,BR00116991,C15,3,0.1343752,0.000322907,0.000968721,-2e-06,3,,Compound,A549,DMSO,,,0.0003674305833613,5132.674242424242,2.392409214253832,0.7283162786052205,378.006134956811,0.0902859726182259,421.48714809444255,2.0573724940990914,0.3902830941666666
562,r03c15f04_median_aggregated.tiff,5,BR00116991,C15,4,0.134372801,0.000968721,0.000322907,-2e-06,3,,Compound,A549,DMSO,,,0.0003243771886882,4937.868686868687,2.369268671153182,0.6996816736610822,356.8063052276135,0.0914312415018804,393.598070161276,2.0927100333445607,0.3451484736363636
563,r03c15f05_median_aggregated.tiff,5,BR00116991,C15,5,0.134374902,-0.000968721,-0.000322907,-2e-06,3,,Compound,A549,DMSO,,,0.0003496973290307,5437.852173913044,2.552266727131319,0.7263114929529804,396.88368189276247,0.0845712848904906,418.4608132398323,2.069968994935461,0.3653233464869564
564,r03c15f06_median_aggregated.tiff,5,BR00116991,C15,6,0.134373799,0.000322907,-0.000322907,-2e-06,3,,Compound,A549,DMSO,,,0.0003828516171907,4586.454545454545,2.3655010806983072,0.7272494292814243,351.4446479484348,0.0949907714151395,386.4072303145553,2.5086759758382358,0.3703954060227273
565,r03c15f07_median_aggregated.tiff,5,BR00116991,C15,7,0.134369001,0.000968721,-0.000968721,-2e-06,3,,Compound,A549,DMSO,,,0.0003510758395767,6237.3125,2.3651657610889933,0.7108211275186774,406.84459711499454,0.0844089703087266,471.62668820488034,2.2907499733577,0.3569585209374999
566,r03c15f08_median_aggregated.tiff,5,BR00116991,C15,8,0.134371296,-0.000322907,-0.000968721,-2e-06,3,,Compound,A549,DMSO,,,0.0002997459505509,4364.158273381295,2.362560352782205,0.7232209224775857,346.69457241811784,0.0902842360729384,364.0699497359611,2.2198408948370045,0.3543567881654676
567,r03c15f09_median_aggregated.tiff,5,BR00116991,C15,9,0.134372294,-0.000968721,-0.000968721,-2e-06,3,,Compound,A549,DMSO,,,0.0003153612611035,4541.81679389313,2.215649766541019,0.7102493672962531,342.81718221801066,0.0882288297493842,374.54651551046015,2.3157716174840672,0.3490491711450382
568,r03c16f01_median_aggregated.tiff,5,BR00116991,C16,1,0.134365097,-0.000322907,0.000322907,-2e-06,3,MMP2,Compound,A549,ilomastat,,132519.0,0.000327606039658,5196.181818181818,2.520217603973282,0.7319116979552079,389.8255263324834,0.0949010308245764,428.1324797354687,2.4354786345126964,0.3958367079220779
569,r03c16f02_median_aggregated.tiff,5,BR00116991,C16,2,0.134365395,-0.000968721,0.000968721,-2e-06,3,MMP2,Compound,A549,ilomastat,,132519.0,0.0003810925674307,4680.133720930233,2.2440732227648037,0.7156218094486146,345.28657125174493,0.1049947814527542,440.9480746185548,1.8488381304324029,0.401889425116279
570,r03c16f03_median_aggregated.tiff,5,BR00116991,C16,3,0.134364501,0.000322907,0.000968721,-2e-06,3,MMP2,Compound,A549,ilomastat,,132519.0,0.0003970129118316,5823.224137931034,2.521304908790406,0.7113915777450799,402.43745992030927,0.0928738915445183,456.8449759295628,2.316950989027387,0.3789263518103448
571,r03c16f04_median_aggregated.tiff,5,BR00116991,C16,4,0.134362295,0.000968721,0.000322907,-2e-06,3,MMP2,Compound,A549,ilomastat,,132519.0,0.0004758045804226,8277.342857142858,2.755318429636631,0.7578009793987923,501.6582910876687,0.0771162659615884,591.6066275011659,1.578578681163071,0.4358867685714286
572,r03c16f05_median_aggregated.tiff,5,BR00116991,C16,5,0.134364694,-0.000968721,-0.000322907,-2e-06,3,MMP2,Compound,A549,ilomastat,,132519.0,0.0004604196792961,5142.572413793104,2.3895195146709662,0.7361449525380257,375.93240184191535,0.091049766633298,405.7492475493137,1.956199507191109,0.3932202609655172
573,r03c16f06_median_aggregated.tiff,5,BR00116991,C16,6,0.134362698,0.000322907,-0.000322907,-2e-06,3,MMP2,Compound,A549,ilomastat,,132519.0,0.0003308612606337,4548.212765957447,2.5100070552479727,0.7391131048877457,362.8171855412032,0.0932566644673287,386.22621059780346,2.1362445875582146,0.3997750714893617
574,r03c16f07_median_aggregated.tiff,5,BR00116991,C16,7,0.134359106,0.000968721,-0.000968721,-2e-06,3,MMP2,Compound,A549,ilomastat,,132519.0,0.0004086746620649,6494.401785714285,2.617962745539959,0.7543472397128418,436.8294552911197,0.0846038913569486,493.90425077987936,1.8580348984939972,0.4157682163392857
575,r03c16f08_median_aggregated.tiff,5,BR00116991,C16,8,0.134361506,-0.000322907,-0.000968721,-2e-06,3,MMP2,Compound,A549,ilomastat,,132519.0,0.0002421832597087,4210.593023255814,2.265107232159665,0.711561729479041,333.5071044570485,0.1034699481463346,387.3697782021211,2.39153229813782,0.3755483025581395
